Datum;
2021-09-17;
21315;
123444169171;250,00
123444169189;520,00
123444170773;600,00
123444169197;1 800,00
123444170823;3 000,00
123444169205;3 500,00
123444170740;3 600,00
123444169064;8 100,00
123444170815;12 580,00
