Datum;
2021-08-13;
21271;
271051261912;411,00
123444164263;1 000,00
123444166235;1 000,00
123444164354;1 600,00
123444165971;2 320,00
123444164313;2 600,00
123444164305;2 600,00
123444164347;2 600,00
123444164404;2 600,00
123444166011;4 000,00
123444166037;4 550,00
123444165591;4 550,00
123444165948;4 550,00
123444164248;6 500,00
123444165781;6 900,00
123444165989;6 900,00
123444165351;9 750,00
