Datum;
2022-06-02;
22195;
123444217756;220,00
123444218614;225,00
123444217913;230,00
123444219398;290,00
123444219182;350,00
123444218895;420,00
123444219463;450,00
123444219745;530,00
283050172057;1 000,00
123444217517;1 325,00
123444218101;1 725,00
123444219091;2 200,00
276020811523;2 231,00
123444222228;2 400,00
123444220727;2 400,00
123444220677;2 400,00
123444219224;2 425,00
123444222277;2 425,00
123444219257;2 425,00
123444219570;2 715,00
123444222251;9 300,00
