Datum;
2022-02-24;
2268;
259072232574;25,00
123444203020;200,00
123444201008;1 000,00
123444202378;1 000,00
123444201016;1 500,00
123444202394;1 500,00
123444203038;1 500,00
123444200919;1 500,00
123444203087;1 800,00
123444203053;3 025,00
123444203095;5 775,00
123444203103;6 550,00
123444201594;20 000,00
