Datum;
2021-02-16;
53;
123444149629;300,00
123444149702;300,00
123444148589;360,00
123444149512;540,00
123444149694;1 640,00
123444149652;1 640,00
123444147342;2 700,00
123444148688;3 327,00
123444147359;14 321,25
