Datum;
2021-09-10;
21308;
276091575817;9,00
123444169874;500,00
275052076633;1 000,00
123444169783;3 500,00
123444169338;3 800,00
123444169858;4 600,00
123444169908;6 500,00
123444168389;6 900,00
123444169759;7 700,00
123444169569;7 820,00
123444169049;8 100,00
123444169890;8 560,00
