Datum;
2021-09-15;
21312;
275121364879;473,00
275121364879;600,00
123444170575;600,00
123444170377;1 200,00
123444169015;2 430,00
123444170567;4 620,00
123444170435;4 620,00
123444169734;6 440,00
123444170559;7 360,00
123444169270;7 360,00
123444168777;8 100,00
123444168850;8 100,00
123444168793;8 100,00
123444168868;22 700,00
