Datum;
2021-06-18;
206;
123444161483;300,00
123444161970;300,00
123444158703;330,00
123444161608;400,00
123444161715;400,00
123444162002;400,00
123444161905;800,00
123444160303;1 000,00
123444160113;1 575,00
123444161939;2 000,00
123444158208;2 350,00
