Datum;
2021-07-02;
221;
123444160469;300,00
123444161954;300,00
123444162457;400,00
123444162200;700,00
123444162143;800,00
123444162846;2 000,00
123444162333;2 000,00
123444159891;2 300,00
123444157259;3 250,00
