Datum;
2021-08-20;
21281;
123444164974;1 600,00
123444167274;1 740,00
123444164933;2 600,00
123444164826;4 000,00
123444165369;4 225,00
123444166581;4 875,00
123444165906;9 400,00
123444165021;14 465,00
