Datum;
2021-02-03;
37;
123444148167;300,00
123444148530;300,00
123444148563;360,00
123444146443;600,00
123444145767;600,00
123444148522;1 050,00
123444148514;1 500,00
123444147482;4 200,00
123444147441;8 000,00
123444145296;10 350,00
