Datum;
2020-11-10;
322;
283040219455;7,00
272010410814;12,00
275072333279;82,00
123444140479;485,00
123444138861;540,00
123444140487;690,00
123444140446;690,00
123444138853;1 080,00
123444140511;1 380,00
123444138903;1 580,00
123444140404;2 200,00
123444138515;3 120,00
123444139257;6 800,00
270051026358;28 730,00
