Datum;
2020-09-23;
259;
123444131106;900,00
123444131155;900,00
123444130652;1 100,00
123444130629;2 210,00
123444130801;2 400,00
123444130660;2 710,00
123444131114;4 000,00
123444131924;4 675,00
123444131130;4 800,00
123444131023;5 340,00
123444132716;7 650,00
123444132773;13 700,00
123444132781;13 700,00
