Datum;
2020-11-06;
318;
271081054048;4,00
269092414334;4,00
278071771176;92,00
278022789103;102,00
123444140164;540,00
123444139943;540,00
123444140230;900,00
284020112538;1 300,00
274080223259;3 037,00
123444138606;3 400,00
123444138788;4 200,00
123444138432;5 000,00
123444138390;5 348,00
123444140156;7 140,00
