Datum;
2021-10-13;
21351;
123444176747;150,00
123444177901;300,00
123444176614;300,00
123444177935;350,00
123444174312;400,00
123444174361;600,00
123444173983;700,00
123444174189;700,00
123444176655;750,00
123444174635;950,00
123444177828;1 600,00
123444176002;1 700,00
123444177570;3 000,00
123444177588;3 200,00
123444177810;16 800,00
