Datum;
2022-02-14;
2252;
265062383541;6,00
123444201107;500,00
123444201271;500,00
123444201297;500,00
123444200166;600,00
123444201073;1 000,00
123444201115;1 000,00
288092998757;1 100,00
269011236669;1 105,00
277040898011;1 175,00
123444200646;1 295,00
123444200604;1 295,00
123444201040;1 295,00
123444200885;1 295,00
123444201248;1 500,00
488920053185;79 000,00
