Datum;
2020-11-13;
328;
269091452327;13,00
123444139414;180,00
123444139422;790,00
123444140438;900,00
123444139364;900,00
123444139596;1 080,00
123444139588;1 580,00
123444139612;1 580,00
280100911096;1 600,00
123444139539;2 125,00
123444139513;3 050,00
123444139497;3 050,00
123444137525;3 474,50
123444139646;4 135,00
123444139430;4 200,00
271122366518;8 851,00
