Datum;
2021-06-04;
186;
278071771176;97,00
268081436894;99,00
271022068313;253,00
279020696035;609,00
123444157713;610,00
270092840825;733,00
274012779980;741,00
123444157929;760,00
256113062143;1 120,00
123444159859;1 625,00
123444159123;1 625,00
123444158216;1 625,00
123444159347;1 625,00
123444158075;1 625,00
123444158273;1 625,00
123444157846;1 650,00
123444160188;2 300,00
123444158174;2 300,00
273111282912;2 979,00
271010420476;3 234,00
123444159974;5 550,00
