Datum;
2021-01-27;
28;
277010131138;6,00
123444147870;430,00
269112190211;1 000,00
123444147136;1 500,00
267072863041;2 000,00
291122681310;3 500,00
123444147888;6 895,00
123444147862;7 360,00
